id,title,body,labels,milestone
E4-F3-I3,E4-F3-I3: Provide SLA configuration UI,"### Summary
Provide SLA configuration UI. Admin UI manages SLA policies, calendars, and assignment to ticket queues. Display SLA previews indicating breach thresholds. Browser tests ensure validations and RBAC coverage.

### Scope
- [ ] Admin UI manages SLA policies, calendars, and assignment to ticket queues.
- [ ] Display SLA previews indicating breach thresholds.
- [ ] Browser tests ensure validations and RBAC coverage.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I2, E2-F3-I3",epic:AutomationSLA;type:Implementation;priority:P1;area:Frontend,Week 3
E4-F4-I1,E4-F4-I1: Model breach detection thresholds,"### Summary
Model breach detection thresholds. Define breach stages (warning, critical) and alert cadence. Map notification channels (email, Slack, in-app) to escalation paths. Document data retention for alert history.

### Scope
- [ ] Define breach stages (warning, critical) and alert cadence.
- [ ] Map notification channels (email, Slack, in-app) to escalation paths.
- [ ] Document data retention for alert history.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I1",epic:AutomationSLA;type:Analysis;priority:P1;area:Architecture,Week 2
E4-F4-I2,E4-F4-I2: Implement SLA monitoring jobs,"### Summary
Implement SLA monitoring jobs. Scheduled jobs evaluate SLA timers and emit breach events. Ensure jobs are multi-tenant aware with Horizon metrics. Tests cover breach detection, suppression windows, and retry behavior.

### Scope
- [ ] Scheduled jobs evaluate SLA timers and emit breach events.
- [ ] Ensure jobs are multi-tenant aware with Horizon metrics.
- [ ] Tests cover breach detection, suppression windows, and retry behavior.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F4-I1, E4-F3-I2",epic:AutomationSLA;type:Implementation;priority:P0;area:Backend,Week 3
E4-F4-I3,E4-F4-I3: Configure alert delivery channels,"### Summary
Configure alert delivery channels. Route breach events to email, Slack/MS Teams, and in-app notifications honoring preferences. Provide audit trail entries for each alert delivery attempt. Integration tests validate payloads across channels and failure handling.

### Scope
- [ ] Route breach events to email, Slack/MS Teams, and in-app notifications honoring preferences.
- [ ] Provide audit trail entries for each alert delivery attempt.
- [ ] Integration tests validate payloads across channels and failure handling.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F4-I2, E1-F8-I2",epic:AutomationSLA;type:Implementation;priority:P1;area:Backend,Week 4
E4-F5-I1,E4-F5-I1: Define escalation matrix & ownership,"### Summary
Define escalation matrix & ownership. Map escalation levels to teams, roles, and notification targets. Document triggering conditions (SLA breaches, sentiment shifts). Obtain sign-off from support operations and compliance.

### Scope
- [ ] Map escalation levels to teams, roles, and notification targets.
- [ ] Document triggering conditions (SLA breaches, sentiment shifts).
- [ ] Obtain sign-off from support operations and compliance.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F3-I1, E2-F4-I1",epic:AutomationSLA;type:Analysis;priority:P1;area:Product,Week 2
E4-F5-I2,E4-F5-I2: Implement escalation pipeline,"### Summary
Implement escalation pipeline. Create workflow to reassign tickets, notify stakeholders, and adjust priority. Prevent duplicate escalations with locking and audit logging. Tests simulate multi-level escalations and verify permission checks.

### Scope
- [ ] Create workflow to reassign tickets, notify stakeholders, and adjust priority.
- [ ] Prevent duplicate escalations with locking and audit logging.
- [ ] Tests simulate multi-level escalations and verify permission checks.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F5-I1, E4-F4-I2",epic:AutomationSLA;type:Implementation;priority:P0;area:Backend,Week 3
E4-F5-I3,E4-F5-I3: Provide escalation oversight dashboard,"### Summary
Provide escalation oversight dashboard. Dashboard lists active escalations with SLA status, owners, and action history. Offer filters by tenant, team, and escalation level with export. UI tests confirm visibility restrictions and data freshness.

### Scope
- [ ] Dashboard lists active escalations with SLA status, owners, and action history.
- [ ] Offer filters by tenant, team, and escalation level with export.
- [ ] UI tests confirm visibility restrictions and data freshness.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E4-F5-I2",epic:AutomationSLA;type:Implementation;priority:P1;area:Frontend,Week 4
E5-F1-I1,E5-F1-I1: Assess summarization data & privacy,"### Summary
Assess summarization data & privacy. Inventory ticket data fields eligible for AI ingestion with privacy annotations. Define retention, redaction, and opt-out policies aligned with GDPR. Record model selection rationale and approval from legal/compliance.

### Scope
- [ ] Inventory ticket data fields eligible for AI ingestion with privacy annotations.
- [ ] Define retention, redaction, and opt-out policies aligned with GDPR.
- [ ] Record model selection rationale and approval from legal/compliance.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E2-F7-I1",epic:AIAssistance;type:Analysis;priority:P0;area:Product,Week 1
E5-F1-I2,E5-F1-I2: Implement summarization service,"### Summary
Implement summarization service. Integrate chosen LLM/provider with queue-based processing and retries. Store summaries with versioning and manual override support. Tests validate summary quality checks, fallbacks, and timeout handling.

### Scope
- [ ] Integrate chosen LLM/provider with queue-based processing and retries.
- [ ] Store summaries with versioning and manual override support.
- [ ] Tests validate summary quality checks, fallbacks, and timeout handling.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F1-I1, E1-F3-I2",epic:AIAssistance;type:Implementation;priority:P0;area:Backend,Week 2
E5-F1-I3,E5-F1-I3: Expose summaries in agent workspace,"### Summary
Expose summaries in agent workspace. Agent UI surfaces latest summary with refresh controls and feedback buttons. Real-time updates broadcast on summary refresh events. UI tests confirm permissions, refresh, and audit logging.

### Scope
- [ ] Agent UI surfaces latest summary with refresh controls and feedback buttons.
- [ ] Real-time updates broadcast on summary refresh events.
- [ ] UI tests confirm permissions, refresh, and audit logging.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F1-I2, E1-F8-I2",epic:AIAssistance;type:Implementation;priority:P1;area:Frontend,Week 3
E5-F2-I1,E5-F2-I1: Define suggestion datasets & guardrails,"### Summary
Define suggestion datasets & guardrails. Document training/finetuning data sources with anonymization strategy. Establish guardrails for tone, compliance, and sensitive topics. Approval captured from customer success, legal, and security teams.

### Scope
- [ ] Document training/finetuning data sources with anonymization strategy.
- [ ] Establish guardrails for tone, compliance, and sensitive topics.
- [ ] Approval captured from customer success, legal, and security teams.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F1-I1",epic:AIAssistance;type:Analysis;priority:P0;area:Product,Week 2
E5-F2-I2,E5-F2-I2: Build suggested reply service,"### Summary
Build suggested reply service. Generate top-N reply suggestions per ticket context with confidence scoring. Provide API for agent workspace with latency SLAs. Tests cover context assembly, caching, and fallback responses.

### Scope
- [ ] Generate top-N reply suggestions per ticket context with confidence scoring.
- [ ] Provide API for agent workspace with latency SLAs.
- [ ] Tests cover context assembly, caching, and fallback responses.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F2-I1, E5-F1-I2",epic:AIAssistance;type:Implementation;priority:P0;area:Backend,Week 3
E5-F2-I3,E5-F2-I3: Capture agent feedback loop,"### Summary
Capture agent feedback loop. Record accept/reject/edited signals linked to model version and tenant. Feed feedback into monitoring dashboards and retraining datasets. Tests ensure audit logging and RBAC constraints for feedback access.

### Scope
- [ ] Record accept/reject/edited signals linked to model version and tenant.
- [ ] Feed feedback into monitoring dashboards and retraining datasets.
- [ ] Tests ensure audit logging and RBAC constraints for feedback access.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F2-I2, E2-F6-I2",epic:AIAssistance;type:Implementation;priority:P1;area:Backend,Week 4
E5-F3-I1,E5-F3-I1: Document sentiment analysis approach,"### Summary
Document sentiment analysis approach. Define sentiment scale, thresholds, and language coverage. Determine data privacy measures for storing sentiment metadata. Gain approvals from analytics and compliance stakeholders.

### Scope
- [ ] Define sentiment scale, thresholds, and language coverage.
- [ ] Determine data privacy measures for storing sentiment metadata.
- [ ] Gain approvals from analytics and compliance stakeholders.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F1-I1",epic:AIAssistance;type:Analysis;priority:P1;area:Product,Week 2
E5-F3-I2,E5-F3-I2: Integrate sentiment scoring pipeline,"### Summary
Integrate sentiment scoring pipeline. Process incoming messages with asynchronous scoring and caching. Persist sentiment timeline per ticket for trend analysis. Tests validate scoring accuracy thresholds and error handling.

### Scope
- [ ] Process incoming messages with asynchronous scoring and caching.
- [ ] Persist sentiment timeline per ticket for trend analysis.
- [ ] Tests validate scoring accuracy thresholds and error handling.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F3-I1, E5-F1-I2",epic:AIAssistance;type:Implementation;priority:P1;area:Backend,Week 3
E5-F3-I3,E5-F3-I3: Visualize sentiment insights,"### Summary
Visualize sentiment insights. Agent UI displays sentiment timeline, alerts on negative trends, and filters. Broadcast updates on new sentiment scores without page refresh. UI tests confirm accessibility and cross-tenant isolation.

### Scope
- [ ] Agent UI displays sentiment timeline, alerts on negative trends, and filters.
- [ ] Broadcast updates on new sentiment scores without page refresh.
- [ ] UI tests confirm accessibility and cross-tenant isolation.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F3-I2, E1-F8-I2",epic:AIAssistance;type:Implementation;priority:P1;area:Frontend,Week 4
E5-F4-I1,E5-F4-I1: Outline taxonomy & training corpus,"### Summary
Outline taxonomy & training corpus. Collaborate with product to define tag taxonomy per tenant/brand. Identify labeled datasets and synthetic data augmentation strategy. Capture approval from knowledge management and compliance.

### Scope
- [ ] Collaborate with product to define tag taxonomy per tenant/brand.
- [ ] Identify labeled datasets and synthetic data augmentation strategy.
- [ ] Capture approval from knowledge management and compliance.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F2-I1",epic:AIAssistance;type:Analysis;priority:P1;area:Product,Week 2
E5-F4-I2,E5-F4-I2: Implement classification workflow,"### Summary
Implement classification workflow. Run classification asynchronously with confidence thresholds and fallback. Sync predicted tags to ticket model with audit trail entries. Tests ensure multi-label support, manual override, and rollback.

### Scope
- [ ] Run classification asynchronously with confidence thresholds and fallback.
- [ ] Sync predicted tags to ticket model with audit trail entries.
- [ ] Tests ensure multi-label support, manual override, and rollback.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F4-I1, E5-F1-I2",epic:AIAssistance;type:Implementation;priority:P0;area:Backend,Week 3
E5-F4-I3,E5-F4-I3: Monitor model health & drift,"### Summary
Monitor model health & drift. Instrument dashboards tracking precision/recall, drift, and data freshness. Configure alerting when metrics breach guardrails or data ingestion stalls. Tests validate metric collection, alert thresholds, and RBAC on dashboards.

### Scope
- [ ] Instrument dashboards tracking precision/recall, drift, and data freshness.
- [ ] Configure alerting when metrics breach guardrails or data ingestion stalls.
- [ ] Tests validate metric collection, alert thresholds, and RBAC on dashboards.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E5-F4-I2, E2-F6-I2",epic:AIAssistance;type:Implementation;priority:P1;area:DevOps,Week 4
E6-F1-I1,E6-F1-I1: Document mailbox ingestion architecture,"### Summary
Document mailbox ingestion architecture. Produce technical brief detailing tenant-specific mailbox routing, authentication (OAuth2, app passwords), and connection pooling. Define ingestion cadence, attachment handling limits, and retry/acknowledgement strategy aligned with ticket schema. Secure approvals from security and platform leads with ADR committed to repo.

### Scope
- [ ] Produce technical brief detailing tenant-specific mailbox routing, authentication (OAuth2, app passwords), and connection pooling.
- [ ] Define ingestion cadence, attachment handling limits, and retry/acknowledgement strategy aligned with ticket schema.
- [ ] Secure approvals from security and platform leads with ADR committed to repo.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F3-I1",epic:EmailOps;type:Analysis;priority:P0;area:Architecture,Week 1
E6-F1-I2,E6-F1-I2: Implement IMAP polling & parsing service,"### Summary
Implement IMAP polling & parsing service. Build Horizon-queued job that connects to configured IMAP inboxes, normalizes messages, and creates/updates tickets via intake service. Support multi-part messages, attachment persistence, and contact resolution within tenant scope. PHPUnit coverage spans success, dedupe, and error flows with mocked mailboxes.

### Scope
- [ ] Build Horizon-queued job that connects to configured IMAP inboxes, normalizes messages, and creates/updates tickets via intake service.
- [ ] Support multi-part messages, attachment persistence, and contact resolution within tenant scope.
- [ ] PHPUnit coverage spans success, dedupe, and error flows with mocked mailboxes.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F1-I1, E1-F1-I2, E1-F3-I2",epic:EmailOps;type:Implementation;priority:P0;area:Backend,Week 2
E6-F1-I3,E6-F1-I3: Add ingestion observability & alerting,"### Summary
Add ingestion observability & alerting. Expose metrics for mailbox latency, failure rates, and backlog via observability stack. Configure alerts for authentication failures, quota errors, and repeated parsing issues. Persist audit entries for ingestion errors tied to tenant and mailbox identifier.

### Scope
- [ ] Expose metrics for mailbox latency, failure rates, and backlog via observability stack.
- [ ] Configure alerts for authentication failures, quota errors, and repeated parsing issues.
- [ ] Persist audit entries for ingestion errors tied to tenant and mailbox identifier.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F1-I2, E2-F6-I2",epic:EmailOps;type:Implementation;priority:P1;area:DevOps,Week 3
E6-F2-I1,E6-F2-I1: Define outbound delivery configuration model,"### Summary
Define outbound delivery configuration model. Document per-tenant SMTP settings, credential storage (KMS/Secrets), and DKIM/SPF alignment requirements. Outline rate limiting, suppression lists, and bounce classification strategy. Gain approvals from compliance and infrastructure stakeholders with record stored in knowledge base.

### Scope
- [ ] Document per-tenant SMTP settings, credential storage (KMS/Secrets), and DKIM/SPF alignment requirements.
- [ ] Outline rate limiting, suppression lists, and bounce classification strategy.
- [ ] Gain approvals from compliance and infrastructure stakeholders with record stored in knowledge base.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F1-I1",epic:EmailOps;type:Analysis;priority:P0;area:Architecture,Week 1
E6-F2-I2,E6-F2-I2: Build SMTP dispatch pipeline,"### Summary
Build SMTP dispatch pipeline. Implement queued mail dispatch supporting templated and ad-hoc messages with attachment streaming. Capture provider response metadata (Message-ID, status) and associate with ticket thread. Automated tests cover success, transient failure retries, and tenant-specific throttling.

### Scope
- [ ] Implement queued mail dispatch supporting templated and ad-hoc messages with attachment streaming.
- [ ] Capture provider response metadata (Message-ID, status) and associate with ticket thread.
- [ ] Automated tests cover success, transient failure retries, and tenant-specific throttling.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F2-I1, E1-F5-I1",epic:EmailOps;type:Implementation;priority:P0;area:Backend,Week 2
E6-F2-I3,E6-F2-I3: Implement bounce & deliverability monitoring,"### Summary
Implement bounce & deliverability monitoring. Ingest bounce/complaint webhooks to update ticket state, notify agents, and adjust suppression lists. Surface deliverability dashboards with trend metrics per brand. Log deliverability events into audit system with remediation guidance.

### Scope
- [ ] Ingest bounce/complaint webhooks to update ticket state, notify agents, and adjust suppression lists.
- [ ] Surface deliverability dashboards with trend metrics per brand.
- [ ] Log deliverability events into audit system with remediation guidance.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F2-I2, E2-F6-I2",epic:EmailOps;type:Implementation;priority:P1;area:Backend,Week 3
E6-F3-I1,E6-F3-I1: Map threading identifiers to ticket timeline,"### Summary
Map threading identifiers to ticket timeline. Document usage of Message-ID, In-Reply-To, and References headers for thread association across tenants. Define fallback heuristics for providers lacking threading headers and collision handling rules. Share spec with ticketing squad and archive approved ADR.

### Scope
- [ ] Document usage of Message-ID, In-Reply-To, and References headers for thread association across tenants.
- [ ] Define fallback heuristics for providers lacking threading headers and collision handling rules.
- [ ] Share spec with ticketing squad and archive approved ADR.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F1-I1, E6-F2-I1",epic:EmailOps;type:Analysis;priority:P1;area:Architecture,Week 1
E6-F3-I2,E6-F3-I2: Implement bidirectional thread reconciliation,"### Summary
Implement bidirectional thread reconciliation. Update ingestion and dispatch services to persist threading metadata and prevent duplicate ticket creation. Synchronize outbound replies with correct References headers and status updates. Tests validate threading for forwarded, replied, and CC scenarios across tenants.

### Scope
- [ ] Update ingestion and dispatch services to persist threading metadata and prevent duplicate ticket creation.
- [ ] Synchronize outbound replies with correct References headers and status updates.
- [ ] Tests validate threading for forwarded, replied, and CC scenarios across tenants.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F3-I1, E6-F1-I2, E6-F2-I2",epic:EmailOps;type:Implementation;priority:P0;area:Backend,Week 2
E6-F3-I3,E6-F3-I3: Enhance portals with threaded email context,"### Summary
Enhance portals with threaded email context. Agent and customer portals display email thread metadata, including external recipients and reply indicators. Real-time updates refresh thread view upon new email events via Echo. Cypress test covers reply send, inbound reception, and thread ordering.

### Scope
- [ ] Agent and customer portals display email thread metadata, including external recipients and reply indicators.
- [ ] Real-time updates refresh thread view upon new email events via Echo.
- [ ] Cypress test covers reply send, inbound reception, and thread ordering.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F3-I2, E1-F8-I2",epic:EmailOps;type:Implementation;priority:P1;area:Frontend,Week 3
E6-F4-I1,E6-F4-I1: Catalog template variables & localization rules,"### Summary
Catalog template variables & localization rules. Produce dictionary of allowable placeholders spanning ticket, contact, SLA, and brand data with locale annotations. Define validation rules for required placeholders per template type and tenant overrides. Obtain approvals from support operations and localization stakeholders with documentation committed.

### Scope
- [ ] Produce dictionary of allowable placeholders spanning ticket, contact, SLA, and brand data with locale annotations.
- [ ] Define validation rules for required placeholders per template type and tenant overrides.
- [ ] Obtain approvals from support operations and localization stakeholders with documentation committed.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F3-I2, E2-F1-I3",epic:EmailOps;type:Analysis;priority:P1;area:Product,Week 2
E6-F4-I2,E6-F4-I2: Implement template rendering service,"### Summary
Implement template rendering service. Persist templates per tenant with version history, localization, and RBAC enforcement. Render previews with placeholder substitution and fallbacks for missing data. PHPUnit coverage verifies rendering, permission checks, and audit logging.

### Scope
- [ ] Persist templates per tenant with version history, localization, and RBAC enforcement.
- [ ] Render previews with placeholder substitution and fallbacks for missing data.
- [ ] PHPUnit coverage verifies rendering, permission checks, and audit logging.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F4-I1, E2-F3-I3",epic:EmailOps;type:Implementation;priority:P0;area:Backend,Week 3
E6-F4-I3,E6-F4-I3: Deliver template management UI,"### Summary
Deliver template management UI. Filament admin pages enable CRUD, localization management, and test-send flows. Include WYSIWYG editor with placeholder picker and validation messaging. Browser test ensures role restrictions and preview accuracy.

### Scope
- [ ] Filament admin pages enable CRUD, localization management, and test-send flows.
- [ ] Include WYSIWYG editor with placeholder picker and validation messaging.
- [ ] Browser test ensures role restrictions and preview accuracy.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E6-F4-I2",epic:EmailOps;type:Implementation;priority:P1;area:Frontend,Week 4
E7-F1-I1,E7-F1-I1: Define ticket volume metric specification,"### Summary
Define ticket volume metric specification. Document required aggregations (created, resolved, channel mix) with tenant/brand filters. Outline data freshness SLAs, retention, and privacy safeguards. Secure sign-off from support leadership with spec stored in analytics repo.

### Scope
- [ ] Document required aggregations (created, resolved, channel mix) with tenant/brand filters.
- [ ] Outline data freshness SLAs, retention, and privacy safeguards.
- [ ] Secure sign-off from support leadership with spec stored in analytics repo.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E1-F3-I1, E2-F6-I1",epic:ReportingAnalytics;type:Analysis;priority:P0;area:Product,Week 1
E7-F1-I2,E7-F1-I2: Build ticket volume aggregation pipeline,"### Summary
Build ticket volume aggregation pipeline. Implement ETL jobs populating analytics tables or materialized views per tenant. Optimize indexes/partitions for weekly/monthly queries and validate reconciliation against source data. Automated tests verify aggregation accuracy for sample tenants.

### Scope
- [ ] Implement ETL jobs populating analytics tables or materialized views per tenant.
- [ ] Optimize indexes/partitions for weekly/monthly queries and validate reconciliation against source data.
- [ ] Automated tests verify aggregation accuracy for sample tenants.

### Acceptance Criteria
- [ ] CRUD/API/Filament with RBAC
- [ ] Tenant/brand scope enforced
- [ ] Audit log entries
- [ ] Indexes on foreign keys
- [ ] Tests (happy + error paths)

### Notes
- tenant-scope, RBAC, audit-log
- Observability: JSON logs + correlation-id
- Dependencies: E7-F1-I1, E2-F6-I2",epic:ReportingAnalytics;type:Implementation;priority:P0;area:Backend,Week 2
